url,about,tags,category,score,date
https://phageguard.com,Emphasising Phageguards protective qualities and enriching its brand experience using real-time 3D ray marching through WebGL.,"['animated', 'scroll', 'WebGL']",products,7.92,Special Kudos 2023 Jul 19
https://www.nagoyatv.com/saiyo,NagoyaTV's recruitment site exhibits their innovative mindset through dynamic visuals and design that push boundaries.,"['animated', 'parallax', 'WebGL']",entertainment,8.42,Website Of The Day 2023 Sep 3
https://www.wm-dw.jp,We effectively depicted WMdesign's unique value through impactful WebGL animations on their corporate website.,"['animated', 'SVG', 'WebGL']",real estate,7.80,Special Kudos 2023 Jul 18
https://www.acom.co.jp/recruit/graduates,We created a website where users can experience our brand's vision through the slogan 'Challenging the present changes the world'.,"['animated', 'SVG', 'WebGL']",services,6.96,Special Kudos 2023 Jul 16
https://fe.100banch.com/,This is a media that showcases research and design activities for the future society through over 300 projects.,"['animated', 'illustrated', 'WebGL']",web design/dev,7.19,Special Kudos 2023 Jul 14
https://brsshipbrokers.com/,BRS needed to redesign their website to achieve two main goals: modernizing its appearance and improving its usability.,"['animated', 'parallax', 'WebGL']",services,6.91,Special Kudos 2023 Jul 12
https://www.internationaltrucks.com/configurator,3D configurator built for a major trucking company. Build and customize trucks with thousands of options rendered in real time.,"['animated', 'material design', 'WebGL']",products,6.81,Special Kudos 2023 Jul 12
https://www.cosmos.so/,A Pinterest alternative for creatives.,"['animated', 'minimal', 'WebGL']",products,8.79,Website Of The Day 2023 Aug 11
https://multiversx.madebyburo.com/,"Multiverse to the power of X. Build new apps, new economies, and new worlds!","['animated', 'minimal', 'WebGL']",products,8.52,Website Of The Day 2023 Aug 28
https://third-dimension.studio/,We help tech companies and brands deliver value and win users' attention.,"['animated', 'colorful', 'WebGL']",web design/dev,7.37,Special Kudos 2023 Jul 11
https://fuegomixtapes.byspotify.com/,"Built in collab with Spotify's in-house creative team, the Fuego Mixtapes experience lets users create a playlist of Latin music.","['animated', 'liquid', 'WebGL']",entertainment,NONE,Nominated 2023 Jul 6
https://searchinc.com,"Overland, underwater, and into the unknown.
SEARCH is an archaeology firm with expertise in pioneering archaeology.","['animated', 'video/sound', 'WebGL']",services,7.79,Special Kudos 2023 Jul 10
https://elibse.com/,Elibse Emerald Valley is a virtual exploration of The Falcon - a real life sculpture made to raise awareness on gemstone scarcity.,"['animated', 'scroll', 'WebGL']",art,6.99,Special Kudos 2023 Jul 7
https://www.filipporuffini.com/,"I'm specialized in UI/UX design, Digital branding, Interaction design & Motion Graphic.","['animated', 'grid', 'WebGL']",web design/dev,8.53,Website Of The Day 2023 Aug 22
https://www.melaenvy.it/,"A website designed to enhance the qualities of Envy™ apple, enriched by a 3D model seamlessly embedded in the web navigation.  ","['one page', 'scroll', 'WebGL']",food/drink,8.67,Website Of The Day 2023 Aug 9
https://mute.design/jetson/,Highly interactive product page with 3D configurator and awesome animations built with a headless approach in mind.,"['animated', 'one page', 'WebGL']",products,8.54,Website Of The Day 2023 Aug 21
https://haru-ni.net,"A corporate site for a game production company, where visitors can tour around a city made of 3D voxels.","['animated', 'illustrated', 'WebGL']",entertainment,8.23,Website Of The Day 2023 Aug 12
https://distil.im,A multi-award winning studio that brings stories and culture to the centre of a creative-technology process. Based in Sydney.,"['animated', 'parallax', 'WebGL']",agency,7.62,Special Kudos 2023 Jul 1
http://manifesto.clapat.com/,A portfolio website built on a custom slider that boasts captivating full-screen animations,"['animated', 'fullscreen', 'WebGL']",web design/dev,7.89,Special Kudos 2023 Jul 1
https://www.aten7.com/,"Embark on an extraordinary journey through the Toom Archives, a unique immersive experience unraveling the captivating Aten7 world","['animated', 'typographic', 'WebGL']",entertainment,8.64,Website Of The Day 2023 Aug 25
https://www.omegawatches.com/space/space-sustainability,Explore our brand-new website showcasing OMEGA's groundbreaking strides in space sustainability.,"['animated', 'scroll', 'WebGL']",fashion,8.70,Website Of The Day 2023 Aug 17
https://therace.montblancexplorer.com,Discover the 'Explorer Platinum by Montblanc' fragrance through an automobile race against the clock.,"['animated', 'fullscreen', 'WebGL']",products,8.61,Website Of The Day 2023 Aug 3
https://sandclock.madebyburo.com/?enter,Unlock the next generation of wealth creation with Sandclock.,"['animated', 'parallax', 'WebGL']",products,8.00,Special Kudos 2023 Jul 31
https://fantasticartstudios.com/,"Fantastic Art Studios is a company dedicated to the RPG community, providing awesome 3D sculptures and world building tools.","['animated', 'scroll', 'WebGL']",entertainment,7.63,Special Kudos 2023 Jun 26
https://ourcommonhome.art/,"An interactive experience that immerses the user into a collective artwork, a metaphor of our relationship to the planet","['animated', 'scroll', 'WebGL']",art,7.10,Special Kudos 2023 Jun 19
https://www.runway.com/,"Runway is the modern and intuitive way to model, plan, and align your business for everyone on your team.","['animated', 'scroll', 'WebGL']",products,8.42,Website Of The Day 2023 Jul 28
https://alireza.com/,Revamp of Alireza's Website: A Modern Upgrade to a Long-standing Family Business in Saudi Arabia.,"['animated', 'scroll', 'WebGL']",services,8.83,Website Of The Day 2023 Aug 2 / WOTM Aug
https://www.wera.me/,"Personal portfolio of Weronika Ostrowska, a UI/UX/Game designer.","['animated', 'fullscreen', 'WebGL']",web design/dev,8.49,Website Of The Day 2023 Jul 29
https://ochill.jp/,"Ochill is new japanese-style meditation room, Naturally Psychedelics, Experimental Teahouse. We are an art Collective based in Kyoto.","['animated', 'photographic', 'WebGL']",art,7.90,Special Kudos 2023 Jun 14
https://thedreamkeeper.co/,The Dreamkeeper showcases the range of AI capabilities by generating animated visuals based on user text inputs.,"['animated', 'WebGL']",web design/dev,7.74,Special Kudos 2023 Jun 14
https://pq.cz/,"A quadrennial festival uniting global theatre talents for creative exchanges, innovative designs, and interactive experiences.","['grid', 'parallax', 'WebGL']",other,7.31,Special Kudos 2023 Jun 13
https://quantumwallet.tech/,Introducing Quantum Wallet — the first ever hardware wallet powered by quantum computing.,"['animated', 'video/sound', 'WebGL']",products,9.03,Website Of The Day 2023 Jul 21
https://zemliansky.com/,"Visual, Product designer - multidisciplinary freelancer. Love to invent and find new solutions at the intersection technology.","['parallax', 'responsive', 'WebGL']",web design/dev,7.45,Special Kudos 2023 Jun 11
https://2219.mechachain.io/,"Explore the new website 2219 for Mechachain, the cutting-edge web 3 mobile game that integrates NFTs.","['animated', 'scroll', 'WebGL']",entertainment,9.18,Website Of The Day 2023 Jul 18
https://diormotherday23.com/,Discover the Mother's Day experience by Dior. The interactive exploration of a mystic universe through emblematics tarot cards.,"['animated', 'eCommerce', 'WebGL']",products,8.81,Website Of The Day 2023 Jul 13
https://www.fastmail.com/,"Fastmail is a thoughtfully designed and easy-to-use email application, trusted by customers around the world.","['animated', 'scroll', 'WebGL']",other,7.96,Special Kudos 2023 Jun 5
https://one-year.cosmicshelter.com/,"One Year Experience is an immersive and gamified experience, entirely realized by our trainees.","['animated', 'fullscreen', 'WebGL']",entertainment,8.55,Website Of The Day 2023 Jul 14
https://cryptorepair.com/,Solve your business challenges with the power of the cloud. We analyze your business use-cases to develop bespoke strategies.,"['scroll', 'typographic', 'WebGL']",agency,7.39,Special Kudos 2023 Jun 5
https://splu.co.uk/,SPLU is a platform designed to solve sleep problems. The 3D scenes are rendered directly in the browser using Verge 3D technology.,"['animated', 'scroll', 'WebGL']",services,7.65,Special Kudos 2023 Jun 1
https://opanchu-usagi.com/,"It is not easy to be blessed. They are about to cry at any moment, but they live their life earnestly and healthily.","['animated', 'colorful', 'WebGL']",art,7.45,Special Kudos 2023 May 28
https://lafabriqueasouvenirs.ca/en/,"Making Memories is an interactive educational project for children, offering an engaging interactive sewing workshop to explore.","['fullscreen', 'illustrated', 'WebGL']",entertainment,8.66,Website Of The Day 2023 Jul 11
https://nextgennow.canopyplanet.org/,Showcase of Canopy's plan to save the world's vital forests with Next Gen Solutions through data visualization and storytelling.,"['animated', 'one page', 'WebGL']",education,8.41,Website Of The Day 2023 Jul 19
https://www.mbs.jp/news/abe0708/graphics/en/,This is a 75-second recollection of the incident re-created from multiple perspectives.,"['animated', 'video/sound', 'WebGL']",other,8.05,Special Kudos 2023 Aug 6
https://wantedfornothing.com,"We empower fast-growth companies to realize the true potential of their most valuable digital assets.
","['animated', 'illustrated', 'WebGL']",agency,8.24,Website Of The Day 2023 Jul 27
https://www.nekohealth.com/en,Neko is a health tech startup on a mission to make proactive healthcare available for all.,"['animated', 'video/sound', 'WebGL']",services,8.19,Website Of The Day 2023 Jul 10
https://global.hpc.co.jp/,We created a global website for HPC Systems and expressed 'drawing the client's future together' using 3D animation and WebGL.,"['animated', 'parallax', 'WebGL']",other,7.80,Special Kudos 2023 May 23
https://www.findworkhappiness.com,Drag around this interactive book to breathe color and life into the illustrations. A smile-filled world of UI and animation.,"['animated', 'illustrated', 'WebGL']",other,8.96,Website Of The Day 2023 Jul 4
https://jeu-printempsland.byzance.world/,"A playful & colorful 3D universe on mobile & desktop and its 3 mini-games including duck fishing, ball pit & whack a mole games.
","['animated', 'colorful', 'WebGL']",entertainment,8.73,Website Of The Day 2023 Jul 6
https://lionsgoodnews.com/en/,"Touching on CANNES LIONS masterpieces from the past and present, the program will examine various issues in communication today.","['animated', 'responsive', 'WebGL']",education,8.74,Website Of The Day 2023 Jun 20
https://beyond.fun/,Beyond Studios is an immersive digital experience utilising WebGL to push the boundaries of the web.,"['animated', 'liquid', 'WebGL']",agency,7.61,Special Kudos 2023 May 21
https://oxem.ru,"Oxem is a web dev & SEO studio, aiding clients to attain leadership in their respective fields.","['animated', 'one page', 'WebGL']",agency,8.01,Website Of The Day 2023 Jul 2
https://www.les-subs.com/,A hyper-creative site in the image of a cultural institution that welcomes young international creation.,"['animated', 'typographic', 'WebGL']",art,8.08,Website Of The Day 2023 Jun 30
https://www.sector32.net,"Personal website of creative front-end developer, Piet Dewijngaert. He specializes in interactive animations and real time 3D graphics.","['animated', 'colorful', 'WebGL']",web design/dev,7.74,Special Kudos 2023 May 16
https://soundwaves.world/,SoundWaves went live during SXSW. Experience it and all 14 volumetric performances as they play back to back.,"['video/sound', 'VR', 'WebGL']",entertainment,8.63,Website Of The Day 2023 Jun 22
https://www.mechant.tv/,Méchant is a creative post-production studio. The website design is inspired by their mascot.,"['animated', 'colorful', 'WebGL']",services,8.16,Website Of The Day 2023 Jun 28
https://dotgalleries.com/,DOT GALLERIES comes to support artists from the inside by legally protecting them with regard to their intellectual property.,"['eCommerce', 'photographic', 'WebGL']",art,7.87,Special Kudos 2023 May 8
https://www.bikebear.com.my/,We're a breed of unconventional and enthusiastic creators that dare to do what we love to do.,"['animated', 'jQuery', 'WebGL']",agency,8.22,Website Of The Day 2023 Jun 15
https://www.senshukai-make-co.com/,"We make 'co-'. Co-llaboration, Co-operation, Co-mmunication. We are Make Co-, a co-creation co-mpany.","['colorful', 'scroll', 'WebGL']",other,7.99,Special Kudos 2023 May 6
https://dareingrisdiorgallery.com,Dior Beauty and the digital artist and designer Andrés Reisinger have collaborated to conceive together the Gris Dior Gallery.,"['animated', 'fullscreen', 'WebGL']",fashion,8.11,Website Of The Day 2023 Jun 26
https://diorbystarck.art/,"Pushing the boundaries of craftsmanship, Philippe Starck joined Dior Maison in creating an irresistible line of furniture.","['animated', 'scroll', 'WebGL']",products,8.18,Website Of The Day 2023 Jun 16
https://www.theroger.com/,"A virtual showroom and storytelling platform for THE ROGER, the tennis-inspired sneaker brand from ON & Roger Federer.","['eCommerce', 'grid', 'WebGL']",fashion,9.46,Website Of The Day 2023 Jun 7 / WOTM Jun
https://day1club-uk.byspotify.com/,"3D transitions, animated icons, interactive audio. Are you an OG? Check out the Spotify Day 1 Club microsite!","['animated', 'WebGL']",web design/dev,8.80,Website Of The Day 2023 Jun 9
https://www.anya-s.gallery/,"Portfolio of Anya Sherriuble, a contemporary artist in Chicago","['animated', 'typographic', 'WebGL']",art,8.02,Website Of The Day 2023 Jun 11
https://shader-gallery.etiennepharabot.fr/,"My shader Gallery is finally launched, you can scroll through many shaders and click on them to edit them!","['animated', 'scroll', 'WebGL']",art,8.62,Website Of The Day 2023 Jun 2
https://dreamdate.reflektor.digital,"Explore Dream Date, Reflektor's AI-driven 3D romance. Craft and share your enchanting date scene.","['animated', 'colorful', 'WebGL']",art,7.77,Special Kudos 2023 Apr 30
https://fregg.kairos.art/,Fregg is a customizable digital collectible & game on the blockchain. Available to anyone on any browser desktop or mobile.,"['animated', 'fullscreen', 'WebGL']",web design/dev,7.17,Special Kudos 2023 Apr 29
https://rareview.com,Rareview® — Full-Service Advertising Agency Awarded for Excellence. Agencies are a dime a dozen. The great ones are rare.™,"['animated', 'responsive', 'WebGL']",agency,8.00,Website Of The Day 2023 Jun 4
https://mammoth.tech/,"Woolly Mammoth are a Sydney-based digital agency specialising in UI/UX, frontend web development and 3D.","['animated', 'scroll', 'WebGL']",agency,8.63,Website Of The Day 2023 May 24
https://bahn360.deutschebahn.com/,Bahn360 is Deutsche Bahn AG's virtual learning world. Discover a real-life metaverse.,"['video/sound', 'VR', 'WebGL']",education,7.95,Special Kudos 2023 Apr 25
https://www.audemarspiguet.com/com/en/watch/code-1159-universelle.html,Code 11.59 by Audemars Piguet Universelle presented on web with a level of depth and immersion rivaling that of the watch itself.,"['one page', 'responsive', 'WebGL']",web design/dev,8.54,Website Of The Day 2023 May 22
https://hadaka.jp/,We do branding by taking in the naked truth and starting at ground zero.,"['animated', 'illustrated', 'WebGL']",web design/dev,8.11,Website Of The Day 2023 May 28
https://www.plongezdanslyon.fr/,Discover a selection of the most beautiful event venues in Lyon,"['colorful', 'illustrated', 'WebGL']",travel,7.89,Special Kudos 2023 Apr 22
https://metacrafters.itsoffbrand.com/,"A procedurally generative cube and scrolling experience for Metacrafters. Click, drag and change its colours.","['animated', 'colorful', 'WebGL']",web design/dev,8.50,Website Of The Day 2023 May 25
https://egghunt.merci-michel.com/,Play and Collect the eggs to earn MSI Reward Points and win the Grand Raffle.,"['colorful', 'WebGL']",entertainment,9.17,Website Of The Day 2023 May 19 / WOTM May
https://www.fedupfoodtrucks.com/,"Meet Sharanda Jones, the owner of FED UP, a charming food truck that specializes in delicious meals made with love. ","['animated', 'scroll', 'WebGL']",food/drink,7.78,Special Kudos 2023 Apr 20
https://breederdao.itsoffbrand.com/,"A single page interactive experience harnessing fun, playable real-time physics and WebGL. Click, drag and scan objects!","['animated', 'one page', 'WebGL']",web design/dev,8.40,Website Of The Day 2023 May 17
https://www.cartier.com/fr-fr/watchesandwonders,Discover six immersive universes meticulously crafted for Cartier Watches and Wonders.,"['animated', 'video/sound', 'WebGL']",fashion,8.30,Website Of The Day 2023 May 16
https://interactive.galaxy.com/,"We invest at the intersection of content, technology and social commerce with an emphasis on video games and the infrastructure.","['animated', 'scroll', 'WebGL']",web design/dev,7.89,Special Kudos 2023 Apr 18
https://www.appiabio.com/,Appia Bio is a biotech company with the mission of discovering and developing next-generation allogeneic cell therapies for cancer.,"['animated', 'liquid', 'WebGL']",other,8.08,Website Of The Day 2023 May 7
https://www.alcre.co.kr,Integrated Marketing Communication Agency,"['parallax', 'scroll', 'WebGL']",agency,8.85,Website Of The Day 2023 May 9
https://academy.onecareer.jp/,"ONE CAREER ACADEMY, a platform for learning about careers.","['illustrated', 'scroll', 'WebGL']",education,8.04,Website Of The Day 2023 May 6
https://www.thedigitalpanda.com,A 3D interactive experience to show off The Digital Panda's portfolio.,"['animated', 'scroll', 'WebGL']",agency,8.26,Website Of The Day 2023 May 3
https://x.develup.pro/?utm=cda,Interactive WebGL experience to celebrate DEVELUP company's 10-years anniversary.,"['animated', 'WebGL']",agency,7.63,Special Kudos 2023 Apr 4
https://surya-aditya.com,Surya Aditya is a web developer who focuses on performance and interaction.,"['animated', 'minimal', 'WebGL']",web design/dev,7.68,Special Kudos 2023 Apr 4
https://pacemakernft.xyz/,"Pacemaker is a 5k membership club for fine digital street art, bringing together collectors and artists. ","['animated', 'scroll', 'WebGL']",community,8.80,Website Of The Day 2023 Apr 25
https://www.relivebycoco.com/,"A visually stunning site for handmade recycled jewelry, optimized for performance and user experience","['eCommerce', 'typographic', 'WebGL']",fashion,8.21,Website Of The Day 2023 May 4
https://okcclabs.com/,"OKCC Labs is a creative and strategic thinkers team, building for the metaverse.","['animated', 'scroll', 'WebGL']",agency,8.48,Website Of The Day 2023 Apr 24
https://optimistcreativeindia.com/,"A portfolio website for an Indian creative agency, that brings to life the colours and culture of India for global audiences.","['animated', 'colorful', 'WebGL']",agency,8.17,Website Of The Day 2023 Apr 29
https://365ayearof.cartier.com/,"Discover '365, A year of Cartier': a retrospective of Cartier's 2022 year through 6 different experiences and articles.","['animated', 'grid', 'WebGL']",fashion,8.32,Website Of The Day 2023 Apr 26
https://that-original.com/,"That Original is a platform for customizing liberating outfits, an ethical concept made in France.","['eCommerce', 'photographic', 'WebGL']",fashion,7.79,Special Kudos 2023 Mar 27
https://www.lacoste.com/us/lacoste-heritage.html,"To mark its 90th birthday, the crocodile brand calls on the creative agency Bonhomme to illustrate the story behind Lacoste.","['animated', 'WebGL']",fashion,8.10,Website Of The Day 2023 Apr 23
https://shiftbrain.com/20th/,This site celebrates SHIFTBRAIN's 20th anniversary.,"['typographic', 'video/sound', 'WebGL']",web design/dev,8.61,Website Of The Day 2023 Apr 19
https://www.psy-clone.jp/,"PSY-CLONE is the online gallery to be a unique eye of the typhoon, in order not to be swept away by anyone. ","['animated', 'illustrated', 'WebGL']",art,8.51,Website Of The Day 2023 Apr 17
https://peweo.com,Peweo is a beautifully designed website that's build with stunning 3D elements and showcases what is possible with web design.,"['animated', 'scroll', 'WebGL']",agency,7.01,Special Kudos 2023 Mar 22
https://qu.ai/,Quai Network is a set of evm-compatible blockchains that achieves 50k+ tps without compromising decentralization.,"['animated', 'scroll', 'WebGL']",web design/dev,8.82,Website Of The Day 2023 Apr 6
https://wanderjaunt.thoughtlab.com/,WanderJaunt achieved this by offering the broadest selection of homes and ensuring a consistent end user experience.,"['animated', 'scroll', 'WebGL']",real estate,8.59,Website Of The Day 2023 Apr 4
https://cfdstudio.vn/,CFD Studio is located in Saigon. We craft hi-quality digital experience for ambitious brands & human.,"['animated', 'scroll', 'WebGL']",web design/dev,7.31,Special Kudos 2023 Mar 18
https://www.planet-schule.de/mm/klima-challenge/,The Klima Challenge is a serious game in a graphic novel style. Discover four amazing hotspots of recent climate research. ,"['animated', 'colorful', 'WebGL']",education,8.02,Website Of The Day 2023 Apr 16
https://hopium.com/,Explore Hopium's website and experience the universe of the first French manufacturer of high-end hydrogen vehicles.,"['animated', 'scroll', 'WebGL']",products,8.70,Website Of The Day 2023 Apr 3
https://nishiyama-ramen.com/,Genuine noodles that have always been loved in Japan all over Europe.,"['illustrated', 'photographic', 'WebGL']",food/drink,8.00,Website Of The Day 2023 Apr 1
https://snr4.com.mx/,Portfolio inspired by a dystopian future of the Aztec city Tenochtitlan.,"['animated', 'scroll', 'WebGL']",web design/dev,8.06,Website Of The Day 2023 Mar 28
https://simpli.de/,Simplicissimus website: a German YouTube channel and media production company.,"['animated', 'fullscreen', 'WebGL']",entertainment,6.36,Special Kudos 2023 Mar 15
https://haspr.in/,"We craft custom-tailored websites, mobile apps, and branding strategies that help you tell your story the right way.","['animated', 'parallax', 'WebGL']",agency,7.98,Special Kudos 2023 Mar 9
http://bit.ly/imagin-action,ImaginAction is a Design Fiction project that makes a tangible sustainable future through a futuristic virtual reality simulation.,"['animated', 'video/sound', 'WebGL']",education,6.57,Special Kudos 2023 Mar 7
https://cmchow.com,Portfolio website for Eric Chow (Hong Kong),"['animated', 'scroll', 'WebGL']",web design/dev,7.20,Special Kudos 2023 Mar 7
https://reverse.rewopmilano.com/,REWOP REVERSE is an interactive 3D Web experience — A virtual space where users can fully enjoy REWOP’s world.,"['animated', 'VR', 'WebGL']",fashion,7.80,Special Kudos 2023 Mar 5
https://www.precision.ai/,The world's first artificially intelligent agriculture drones for plant-level herbicide application at broad-acre scale.,"['animated', 'scroll', 'WebGL']",services,7.46,Special Kudos 2023 Mar 4
https://genki.rauftech.com/,Genki AI is an experimental project created by the team at Rauf Tech to explore the potential of AI in generating content.,"['animated', 'parallax', 'WebGL']",products,7.76,Special Kudos 2023 Mar 4
https://www.enigma.dk/,"ENIGMA is Denmark's communications museum. At ENIGMA, we store Denmark's national collections in the field communication.","['animated', 'photographic', 'WebGL']",education,7.54,Special Kudos 2023 Mar 3
https://www.sonymusicsolutions.co.jp/s/sms/,"Corporate site of Sony Music Solutions. Information, case studies, business introductions, company profiles, recruitment information.","['animated', 'minimal', 'WebGL']",entertainment,6.90,Special Kudos 2023 Mar 3
https://gameofphones.rfl.dev,Join T-Mobile's 3D scavenger hunt game in their virtual Holiday Metaverse. Interact with exec holograms to answer questions.,"['animated', 'colorful', 'WebGL']",entertainment,7.98,Special Kudos 2023 Mar 2
https://endian.co.jp/,"This is the corporate site of Endian LLC. Endian is a joint venture between Coca-Cola (Japan) Company and I-ne Co., Ltd.","['parallax', 'responsive', 'WebGL']",food/drink,7.43,Special Kudos 2023 Feb 28
https://marchantweb.com,Senior front end engineer who helps agencies deliver creative work,"['animated', 'video/sound', 'WebGL']",web design/dev,7.86,Special Kudos 2023 Feb 28
https://www.thelaend.de/en/,Welcome to THE LÄND. An immersive experience that introduces people around the world to the advantages of Baden-Württemberg.,"['animated', 'fullscreen', 'WebGL']",other,8.21,Website Of The Day 2023 Mar 15
https://www.andthenjupiter.com/,"Aspects of the And Then Jupiter identity, injected into the nexus of web design, generative code, and non-linear storytelling.","['minimal', 'typographic', 'WebGL']",agency,7.53,Special Kudos 2023 Feb 26
https://www.pixelismo.it,"Digital and graphic design studio based in Vicenza, Italy, focused on web design, e-commerce, AR/VR Experiences, Real-time, graphic design.","['animated', 'minimal', 'WebGL']",web design/dev,7.68,Special Kudos 2023 Feb 26
https://ai-gallery.ultranoir.com/,"ultranoir AI Gallery is a collaborative creative space that brings together our passion for art history, creation and technology.","['animated', 'video/sound', 'WebGL']",art,7.92,Special Kudos 2023 Feb 25
https://qaisar.design/,"A Designer and Creative Director focused on Interfaces (UX/UI), Web, Branding, and Visuals","['animated', 'scroll', 'WebGL']",services,7.77,Special Kudos 2023 Feb 21
https://www.zoom-japan.com/,"This is the brand site of the ZOOM series, a design pen to bring new beauty and joy to every person living in the modern age.","['animated', 'scroll', 'WebGL']",products,7.65,Special Kudos 2023 Feb 21
https://mathijshanenkamp.com/,"Mathijs Hanenkamp is a portrait and documentary photographer, based in Nijmegen, The Netherlands.","['animated', 'photographic', 'WebGL']",photography,8.32,Website Of The Day 2023 Mar 2
https://pilot.auto/,"This is the website for Pilot.Auto, a product by TIER IV, which develops software for autonomous driving.","['animated', 'scroll', 'WebGL']",products,8.08,Website Of The Day 2023 Mar 4
https://spectral-finance.webflow.io/,A new financial primitive built for the Pseudonymous Economy.,"['animated', 'WebGL']",other,8.04,Website Of The Day 2023 Mar 5
https://hello.cuberto.com/,"As a tight-knit team of experts, we create memorable and emotional websites, digital experiences, and native apps.


","['animated', 'scroll', 'WebGL']",agency,8.65,Website Of The Day 2023 Feb 20
https://www.reformcollective.com/,Reform Collective is a digital agency offering full-service design and development to create innovative digital experiences.,"['animated', 'scroll', 'WebGL']",agency,7.83,Special Kudos 2023 Feb 10
https://www.natoco.co.jp/en/,NATOCO is a Japanese company that manufactures and sells paints based on R&D and design.,"['animated', 'photographic', 'WebGL']",products,7.64,Special Kudos 2023 Feb 10
https://getsport.io,Explore the future of booking sports grounds on the promo site of our innovative sports startup service.,"['animated', 'scroll', 'WebGL']",sport,7.37,Special Kudos 2023 Feb 10
https://web.auto/,"This is the website for Web.Auto, a product by TIER IV, which develops software for autonomous driving.","['animated', 'scroll', 'WebGL']",products,7.98,Special Kudos 2023 Feb 10
https://www.tagheuer.com/fr/en/new-tag-heuer-mario-kart-watches-limited-edition/mariokart.html,"TAG Heuer and Nintendo have fused their shared passion for adrenaline, fun and speed into two racing-inspired mechanical watches.","['eCommerce', 'fullscreen', 'WebGL']",products,8.18,Website Of The Day 2023 Feb 26
https://www.devolvertumbletime.com/,Marketing website for satirical free to play mobile game called Devolver Tumble Time,"['minimal', 'one page', 'WebGL']",entertainment,7.47,Special Kudos 2023 Feb 7
https://www.davidlubofsky.com,"A physics-fueled portfolio full of thoughtful UI, animations, micro-interactions, transitions, and of course an interactive llama.","['animated', 'typographic', 'WebGL']",web design/dev,7.84,Special Kudos 2023 Feb 5
https://atria.non-linear.studio,"Atria is powering a movement for proactive, preventive healthcare informed by cutting-edge science and technology.","['scroll', 'WebGL']",wellbeing,8.45,Website Of The Day 2023 Feb 16
https://crosswire.unseen.co/,Building the next generation of information security through identity-first access management.,"['animated', 'scroll', 'WebGL']",app,8.22,Website Of The Day 2023 Feb 15
https://hle.io,"Positioned at the axis of talent and content across film, television, music and beyond.","['animated', 'scroll', 'WebGL']",entertainment,8.21,Website Of The Day 2023 Feb 11
https://www.suntory.co.jp/water/tennensui/endlessdawn/contents/,"We traced the path of Suntory Tennensui through the natural scenery of the Japanese Northern Alps, home of Japan's only glacier.","['animated', 'WebGL']",food/drink,8.43,Website Of The Day 2023 Feb 13
https://rci-a.com/,"This is the website of RCI Agency, an IT consulting and system development business and IT human resources platform business.","['animated', 'scroll', 'WebGL']",agency,7.89,Special Kudos 2023 Feb 1
https://onsaitcommentcasetermine.fr/,"A site for a campaign against gender stereotypes and violence against women, based on a literary fiction and sound creation.","['animated', 'video/sound', 'WebGL']",other,7.93,Special Kudos 2023 Jan 27
https://inkandcraft.com/,"Portfolio of Ink & Craft, a design and motion studio crafting extraordinary experiences that educate, inspire, and entertain.","['animated', 'liquid', 'WebGL']",graphic design,7.64,Special Kudos 2023 Jan 26
https://digital-xp.lg2.com/en/5years/,"A retrospective to celebrate LG2's Digital Experience Group's five years of hard work, well-earned recognition, and camaraderie.","['animated', 'video/sound', 'WebGL']",agency,8.38,Website Of The Day 2023 Feb 2
https://www.icilalune.com/en/,Our crew is proud to launch its new space-inspired experience. Discover our journey through all our digital projects since 1998.,"['colorful', 'scroll', 'WebGL']",agency,6.90,Special Kudos 2023 Jan 22
https://yuta-abe.com/,"Portfolio of Yuta Abe, a front-end developer based in Tokyo.","['animated', 'typographic', 'WebGL']",web design/dev,7.98,Special Kudos 2023 Jan 22
https://powidian.com,"Complete website redesign of Powidian, pioneer in hydrogen solutions, from the power stations to the eco-mobility alternatives","['animated', 'scroll', 'WebGL']",services,7.56,Special Kudos 2023 Jan 21
http://www.dhnn.com,business — challengers through quality design. 15+ years empowering business.,"['typographic', 'video/sound', 'WebGL']",agency,7.82,Special Kudos 2023 Jan 18
https://out-of-doors.lostmechanics.com/,Our first battle card game where you can kick our a** out the door.,"['animated', 'illustrated', 'WebGL']",agency,8.04,Website Of The Day 2023 Jan 26
https://www.deduxer.studio/,Website redesign for a creative design studio based in Moldova,"['animated', 'responsive', 'WebGL']",agency,8.53,Website Of The Day 2023 Jan 23
https://basitkhan.design/,"Hello, I'm Basit A. khan, an interdisciplinary UIUX designer working at the crossroads of tech, Design more than 8+ years of exp.","['one page', 'parallax', 'WebGL']",agency,7.64,Special Kudos 2023 Jan 16
https://www.origho.io/,"ORIGHO is revolutionizing African heritage through technology, art, and culture.","['one page', 'scroll', 'WebGL']",other,7.41,Special Kudos 2023 Jan 16
https://thefabulousworldofdior.com/,"Embark on an incredible journey into the captivating world of the House, exploring its heritage and inspirations.","['animated', 'scroll', 'WebGL']",fashion,8.35,Website Of The Day 2023 Jan 19
https://weareheavy.com,Website for the digital production studio We Are Heavy.,"['animated', 'minimal', 'WebGL']",agency,7.88,Special Kudos 2023 Jan 13
https://offficestud.io/,"Portfolio website for Office For Future Furnishing, a design and research studio working digital and physical spaces.","['animated', 'WebGL']",products,8.32,Website Of The Day 2023 Jan 17
